"resp_id";"set_id";"screen_1";"storage_1";"price_1";"screen_2";"storage_2";"price_2";"screen_3";"storage_3";"price_3";"selected";"rejected";"age";"gender"
71;5;10.5;256;599;12.9;512;799;9.7;128;399;1;2;54;"Male"
72;1;12.9;256;599;9.7;128;399;10.5;64;949;1;3;55;"Female"
72;2;9.7;512;799;10.5;64;399;12.9;256;949;2;3;55;"Female"
72;3;12.9;64;949;10.5;256;799;9.7;128;599;2;1;55;"Female"
72;4;9.7;128;949;10.5;64;399;12.9;256;799;3;1;55;"Female"
72;5;9.7;64;949;10.5;512;799;12.9;128;599;2;1;55;"Female"
73;1;9.7;512;949;10.5;128;399;12.9;64;799;2;3;45;"Male"
73;2;12.9;256;399;9.7;512;799;10.5;64;949;1;2;45;"Male"
73;3;10.5;256;799;12.9;64;599;9.7;512;399;3;2;45;"Male"
73;4;9.7;256;399;12.9;128;599;10.5;64;949;1;3;45;"Male"
73;5;9.7;128;399;12.9;256;599;10.5;64;799;2;1;45;"Male"
74;1;10.5;512;399;9.7;256;949;12.9;64;599;1;2;21;"Female"
74;2;10.5;64;949;9.7;128;799;12.9;256;599;3;1;21;"Female"
74;3;10.5;64;949;9.7;128;599;12.9;512;799;3;1;21;"Female"
74;4;12.9;256;949;10.5;64;799;9.7;512;399;3;2;21;"Female"
74;5;12.9;64;399;10.5;256;949;9.7;512;599;1;3;21;"Female"
75;1;10.5;512;949;9.7;128;799;12.9;64;399;3;2;34;"Male"
75;2;9.7;512;399;10.5;256;949;12.9;64;799;2;3;34;"Male"
75;3;12.9;128;799;10.5;64;949;9.7;512;599;1;2;34;"Male"
75;4;12.9;512;599;10.5;128;399;9.7;64;949;1;3;34;"Male"
75;5;10.5;64;799;12.9;256;599;9.7;128;949;2;1;34;"Male"
76;1;12.9;512;599;9.7;256;399;10.5;128;949;1;3;34;"Male"
76;2;10.5;128;949;12.9;512;599;9.7;64;799;2;3;34;"Male"
76;3;12.9;128;599;9.7;256;399;10.5;512;799;3;2;34;"Male"
76;4;10.5;64;799;9.7;128;949;12.9;256;599;3;2;34;"Male"
76;5;12.9;64;599;10.5;256;399;9.7;512;949;2;1;34;"Male"
77;1;9.7;256;399;12.9;64;949;10.5;128;799;1;2;25;"Female"
77;2;12.9;128;399;9.7;64;799;10.5;512;949;3;2;25;"Female"
77;3;9.7;512;799;12.9;256;599;10.5;128;399;2;1;25;"Female"
77;4;9.7;512;599;12.9;64;949;10.5;256;399;3;2;25;"Female"
77;5;10.5;128;799;12.9;512;949;9.7;64;599;2;1;25;"Female"
78;1;10.5;256;399;12.9;512;949;9.7;128;599;1;3;53;"Female"
78;2;10.5;64;799;12.9;128;399;9.7;256;949;2;3;53;"Female"
78;3;9.7;128;399;12.9;64;799;10.5;256;949;3;2;53;"Female"
78;4;9.7;256;949;10.5;128;399;12.9;64;799;2;1;53;"Female"
78;5;10.5;128;799;12.9;64;599;9.7;256;949;1;2;53;"Female"
79;1;12.9;128;599;10.5;512;949;9.7;256;399;1;3;35;"Male"
79;2;12.9;128;949;9.7;256;599;10.5;512;399;3;2;35;"Male"
79;3;12.9;128;399;10.5;256;599;9.7;512;799;2;1;35;"Male"
79;4;9.7;64;399;12.9;512;949;10.5;256;599;3;1;35;"Male"
79;5;10.5;512;799;12.9;128;949;9.7;64;399;1;3;35;"Male"
80;1;12.9;256;399;9.7;64;799;10.5;512;949;1;2;50;"Male"
80;2;9.7;64;399;10.5;256;799;12.9;128;599;2;1;50;"Male"
80;3;10.5;64;949;9.7;512;599;12.9;256;799;3;1;50;"Male"
80;4;9.7;64;799;10.5;512;399;12.9;256;599;2;1;50;"Male"
80;5;10.5;256;599;12.9;64;949;9.7;512;799;1;2;50;"Male"
81;1;9.7;512;949;10.5;256;799;12.9;64;399;3;2;20;"Male"
81;2;9.7;128;599;12.9;256;799;10.5;512;399;3;1;20;"Male"
81;3;12.9;256;399;10.5;128;799;9.7;64;949;1;3;20;"Male"
81;4;10.5;64;599;9.7;512;949;12.9;128;399;3;1;20;"Male"
81;5;10.5;128;799;9.7;256;599;12.9;64;949;1;3;20;"Male"
82;1;12.9;128;599;9.7;256;399;10.5;512;799;1;2;29;"Male"
82;2;9.7;64;949;10.5;256;799;12.9;512;399;2;1;29;"Male"
82;3;12.9;64;949;10.5;128;599;9.7;512;399;2;3;29;"Male"
82;4;10.5;256;599;12.9;512;949;9.7;128;799;2;3;29;"Male"
82;5;12.9;64;399;10.5;512;799;9.7;256;599;2;1;29;"Male"
83;1;10.5;256;949;9.7;512;599;12.9;128;399;3;2;20;"Female"
83;2;9.7;128;399;12.9;64;799;10.5;256;949;1;2;20;"Female"
83;3;10.5;256;599;9.7;128;799;12.9;512;949;1;2;20;"Female"
83;4;9.7;512;399;12.9;128;949;10.5;256;799;2;1;20;"Female"
83;5;9.7;128;799;10.5;64;399;12.9;256;599;2;1;20;"Female"
84;1;9.7;512;949;10.5;64;599;12.9;128;399;3;1;22;"Female"
84;2;12.9;128;399;10.5;256;599;9.7;512;799;1;3;22;"Female"
84;3;9.7;512;949;12.9;64;599;10.5;256;399;3;1;22;"Female"
84;4;12.9;512;799;10.5;128;599;9.7;64;399;1;3;22;"Female"
84;5;10.5;64;599;9.7;512;949;12.9;256;799;3;2;22;"Female"
85;1;10.5;64;599;12.9;512;399;9.7;256;949;2;3;50;"Male"
85;2;9.7;64;599;10.5;128;799;12.9;256;399;3;1;50;"Male"
85;3;10.5;128;399;9.7;512;599;12.9;256;799;3;1;50;"Male"
85;4;12.9;64;799;9.7;128;399;10.5;512;599;1;2;50;"Male"
85;5;10.5;256;399;12.9;128;599;9.7;512;949;2;3;50;"Male"
86;1;12.9;128;799;10.5;512;399;9.7;256;599;2;1;54;"Male"
86;2;12.9;256;599;10.5;512;799;9.7;128;949;2;3;54;"Male"
86;3;10.5;512;399;12.9;64;949;9.7;256;799;1;2;54;"Male"
86;4;9.7;512;599;12.9;128;949;10.5;256;399;2;1;54;"Male"
86;5;12.9;128;599;10.5;64;399;9.7;512;799;1;2;54;"Male"
87;1;10.5;512;399;12.9;128;599;9.7;256;949;2;3;40;"Male"
87;2;12.9;512;799;10.5;128;949;9.7;64;599;1;2;40;"Male"
87;3;12.9;64;599;10.5;512;949;9.7;128;799;2;1;40;"Male"
87;4;9.7;512;399;10.5;128;799;12.9;64;599;1;3;40;"Male"
87;5;10.5;256;799;9.7;64;599;12.9;128;949;1;2;40;"Male"
88;1;9.7;256;599;12.9;512;949;10.5;64;399;2;1;24;"Female"
88;2;10.5;64;799;9.7;512;599;12.9;256;399;2;1;24;"Female"
88;3;12.9;128;799;9.7;256;949;10.5;512;399;3;2;24;"Female"
88;4;10.5;64;799;12.9;512;399;9.7;128;599;2;1;24;"Female"
88;5;9.7;256;599;12.9;512;799;10.5;128;949;2;3;24;"Female"
89;1;10.5;256;799;12.9;128;599;9.7;512;399;1;2;28;"Female"
89;2;9.7;256;599;10.5;512;399;12.9;64;949;2;3;28;"Female"
89;3;12.9;64;399;10.5;128;799;9.7;512;599;2;3;28;"Female"
89;4;9.7;128;949;12.9;512;799;10.5;256;399;3;1;28;"Female"
89;5;12.9;256;599;10.5;128;399;9.7;512;799;3;1;28;"Female"
90;1;9.7;256;949;12.9;64;399;10.5;512;599;3;1;29;"Male"
90;2;10.5;128;949;12.9;256;799;9.7;64;399;2;3;29;"Male"
90;3;10.5;512;949;12.9;256;799;9.7;128;399;2;3;29;"Male"
90;4;9.7;64;599;12.9;128;949;10.5;256;799;3;1;29;"Male"
90;5;9.7;512;399;10.5;64;949;12.9;128;799;3;2;29;"Male"
91;1;10.5;128;399;9.7;512;599;12.9;256;799;1;3;46;"Male"
91;2;9.7;512;599;10.5;256;399;12.9;128;799;2;1;46;"Male"
91;3;9.7;128;799;12.9;256;599;10.5;64;949;3;1;46;"Male"
91;4;12.9;512;399;10.5;128;949;9.7;256;799;1;3;46;"Male"
91;5;10.5;128;399;12.9;64;799;9.7;256;949;1;2;46;"Male"
92;1;10.5;256;399;12.9;512;599;9.7;128;799;1;3;18;"Female"
92;2;12.9;256;399;10.5;128;949;9.7;512;599;1;3;18;"Female"
92;3;10.5;512;799;12.9;256;399;9.7;64;949;2;3;18;"Female"
92;4;9.7;512;399;12.9;128;949;10.5;256;599;3;1;18;"Female"
92;5;10.5;128;799;9.7;512;399;12.9;64;949;1;3;18;"Female"
93;1;9.7;512;399;12.9;256;599;10.5;64;799;2;3;54;"Male"
93;2;12.9;64;599;9.7;128;799;10.5;512;399;3;1;54;"Male"
93;3;12.9;512;599;9.7;64;949;10.5;256;799;1;2;54;"Male"
93;4;9.7;128;949;12.9;64;799;10.5;512;399;3;1;54;"Male"
93;5;9.7;512;399;10.5;128;599;12.9;256;799;2;1;54;"Male"
94;1;9.7;64;399;12.9;256;799;10.5;512;949;3;1;29;"Male"
94;2;10.5;256;799;12.9;512;399;9.7;128;949;2;3;29;"Male"
94;3;12.9;256;399;10.5;64;799;9.7;512;949;1;3;29;"Male"
94;4;9.7;64;949;12.9;256;599;10.5;512;399;3;1;29;"Male"
94;5;10.5;512;599;9.7;256;949;12.9;128;799;1;3;29;"Male"
95;1;10.5;64;799;12.9;512;949;9.7;256;399;2;1;35;"Male"
95;2;10.5;256;799;12.9;128;399;9.7;512;949;1;3;35;"Male"
95;3;12.9;256;599;9.7;64;799;10.5;128;399;3;2;35;"Male"
95;4;10.5;512;949;9.7;256;799;12.9;128;399;3;2;35;"Male"
95;5;9.7;128;949;12.9;256;599;10.5;64;399;2;3;35;"Male"
96;1;9.7;256;599;10.5;128;949;12.9;512;399;3;2;39;"Female"
96;2;9.7;256;799;10.5;128;949;12.9;64;399;2;1;39;"Female"
96;3;10.5;512;799;9.7;256;399;12.9;64;599;1;3;39;"Female"
96;4;10.5;128;599;9.7;512;949;12.9;256;799;3;2;39;"Female"
96;5;9.7;256;799;12.9;512;399;10.5;64;599;2;1;39;"Female"
97;1;12.9;64;799;10.5;128;399;9.7;512;949;2;3;22;"Male"
97;2;9.7;256;399;12.9;512;799;10.5;64;949;2;1;22;"Male"
97;3;12.9;256;599;9.7;512;949;10.5;64;799;1;2;22;"Male"
97;4;10.5;512;599;9.7;64;949;12.9;256;799;3;2;22;"Male"
97;5;12.9;512;949;10.5;256;399;9.7;128;799;2;3;22;"Male"
98;1;10.5;256;949;12.9;64;599;9.7;512;799;1;2;27;"Female"
98;2;10.5;128;399;9.7;64;799;12.9;256;949;1;2;27;"Female"
98;3;12.9;128;949;9.7;256;799;10.5;512;599;1;2;27;"Female"
98;4;12.9;128;949;10.5;512;799;9.7;256;599;2;1;27;"Female"
98;5;10.5;64;599;9.7;256;799;12.9;128;399;1;2;27;"Female"
99;1;12.9;128;799;10.5;64;599;9.7;256;399;3;2;44;"Male"
99;2;12.9;128;399;10.5;64;949;9.7;256;599;1;3;44;"Male"
99;3;9.7;64;949;12.9;256;399;10.5;128;799;2;1;44;"Male"
99;4;12.9;512;399;9.7;128;949;10.5;64;599;1;2;44;"Male"
99;5;12.9;512;799;10.5;256;949;9.7;64;399;2;3;44;"Male"
100;1;10.5;128;799;12.9;64;599;9.7;512;949;2;3;33;"Male"
100;2;9.7;256;949;10.5;512;399;12.9;64;599;2;1;33;"Male"
100;3;10.5;256;799;12.9;512;599;9.7;128;949;1;3;33;"Male"
100;4;10.5;512;599;9.7;128;949;12.9;256;399;3;2;33;"Male"
100;5;10.5;64;799;12.9;128;599;9.7;256;399;3;1;33;"Male"
101;1;9.7;128;799;12.9;512;399;10.5;64;949;2;1;40;"Female"
101;2;10.5;256;399;9.7;512;949;12.9;64;599;1;2;40;"Female"
101;3;10.5;128;799;9.7;256;599;12.9;64;399;3;1;40;"Female"
101;4;9.7;512;599;12.9;256;399;10.5;64;799;2;3;40;"Female"
101;5;9.7;128;799;12.9;512;399;10.5;64;949;2;1;40;"Female"
102;1;10.5;512;949;12.9;64;599;9.7;256;399;1;3;51;"Male"
102;2;9.7;512;399;10.5;256;599;12.9;64;949;2;3;51;"Male"
102;3;10.5;64;599;9.7;512;399;12.9;256;949;2;1;51;"Male"
102;4;9.7;512;799;10.5;128;949;12.9;256;399;3;2;51;"Male"
102;5;9.7;64;799;12.9;512;949;10.5;256;599;3;1;51;"Male"
103;1;10.5;512;949;9.7;64;399;12.9;256;799;1;3;37;"Male"
103;2;10.5;256;399;9.7;64;599;12.9;512;949;1;2;37;"Male"
103;3;9.7;64;399;10.5;512;799;12.9;128;949;2;3;37;"Male"
103;4;10.5;64;599;12.9;256;949;9.7;128;799;1;3;37;"Male"
103;5;9.7;64;949;10.5;512;799;12.9;128;399;2;1;37;"Male"
104;1;9.7;256;399;10.5;512;799;12.9;64;949;2;3;20;"Female"
104;2;9.7;512;599;12.9;128;399;10.5;256;949;1;2;20;"Female"
104;3;10.5;128;599;9.7;256;399;12.9;64;949;2;3;20;"Female"
104;4;9.7;512;799;10.5;64;599;12.9;128;399;1;2;20;"Female"
104;5;9.7;64;399;12.9;256;949;10.5;512;599;2;1;20;"Female"
105;1;10.5;512;599;9.7;128;799;12.9;256;399;3;2;41;"Male"
105;2;9.7;64;949;10.5;256;799;12.9;512;399;3;1;41;"Male"
105;3;12.9;64;799;9.7;128;399;10.5;512;949;3;2;41;"Male"
105;4;12.9;512;399;9.7;128;949;10.5;256;799;3;2;41;"Male"
105;5;9.7;256;399;12.9;64;799;10.5;128;599;3;2;41;"Male"
106;1;9.7;256;599;10.5;128;799;12.9;512;399;2;1;41;"Female"
106;2;10.5;128;399;12.9;64;799;9.7;512;949;3;2;41;"Female"
106;3;12.9;512;599;10.5;256;399;9.7;64;949;1;3;41;"Female"
106;4;9.7;128;949;12.9;512;799;10.5;256;399;3;1;41;"Female"
106;5;12.9;64;799;9.7;128;599;10.5;256;949;2;1;41;"Female"
107;1;10.5;256;599;9.7;128;799;12.9;512;949;3;2;26;"Female"
107;2;12.9;256;399;10.5;512;599;9.7;128;799;1;3;26;"Female"
107;3;10.5;512;799;12.9;64;949;9.7;256;599;1;3;26;"Female"
107;4;9.7;128;599;10.5;64;399;12.9;256;799;3;1;26;"Female"
107;5;12.9;256;799;9.7;64;599;10.5;128;399;3;2;26;"Female"
108;1;10.5;128;949;12.9;64;599;9.7;512;799;2;1;50;"Male"
108;2;9.7;256;599;12.9;512;949;10.5;64;399;3;1;50;"Male"
108;3;9.7;64;399;12.9;128;949;10.5;512;799;3;1;50;"Male"
108;4;9.7;512;949;10.5;128;599;12.9;64;399;1;3;50;"Male"
108;5;12.9;64;599;10.5;128;399;9.7;256;949;2;3;50;"Male"
109;1;12.9;512;399;9.7;128;799;10.5;64;949;1;2;29;"Female"
109;2;9.7;256;599;10.5;64;949;12.9;128;399;3;2;29;"Female"
109;3;10.5;128;399;12.9;64;949;9.7;512;799;2;3;29;"Female"
109;4;12.9;64;399;10.5;256;599;9.7;512;799;2;3;29;"Female"
109;5;12.9;512;799;9.7;128;399;10.5;256;949;1;2;29;"Female"
110;1;9.7;512;799;10.5;128;399;12.9;64;599;2;3;42;"Male"
110;2;10.5;256;949;12.9;128;799;9.7;64;599;1;3;42;"Male"
110;3;10.5;128;949;12.9;64;799;9.7;512;599;3;1;42;"Male"
110;4;10.5;256;799;9.7;128;949;12.9;64;599;3;2;42;"Male"
110;5;10.5;512;599;12.9;64;949;9.7;256;799;1;3;42;"Male"
111;1;10.5;64;599;12.9;512;799;9.7;256;949;2;3;42;"Female"
111;2;12.9;512;949;10.5;128;399;9.7;64;599;1;3;42;"Female"
111;3;12.9;256;799;9.7;512;399;10.5;64;599;3;2;42;"Female"
111;4;9.7;64;949;12.9;512;799;10.5;128;599;2;1;42;"Female"
111;5;10.5;512;799;9.7;128;399;12.9;64;599;1;3;42;"Female"
112;1;12.9;64;949;9.7;512;399;10.5;256;599;3;1;55;"Male"
112;2;10.5;256;949;9.7;64;599;12.9;512;399;3;2;55;"Male"
112;3;10.5;128;599;9.7;64;399;12.9;512;949;1;3;55;"Male"
112;4;9.7;64;599;12.9;256;799;10.5;128;399;3;1;55;"Male"
112;5;9.7;256;949;12.9;64;799;10.5;512;399;3;2;55;"Male"
113;1;12.9;256;399;10.5;128;599;9.7;512;949;1;3;22;"Male"
113;2;10.5;64;799;9.7;128;399;12.9;256;599;3;1;22;"Male"
113;3;9.7;256;799;10.5;512;399;12.9;64;599;2;1;22;"Male"
113;4;12.9;64;949;9.7;128;599;10.5;256;399;3;1;22;"Male"
113;5;10.5;128;949;9.7;64;399;12.9;256;599;3;2;22;"Male"
114;1;10.5;64;399;9.7;128;599;12.9;512;799;3;2;35;"Male"
114;2;9.7;128;949;12.9;64;599;10.5;256;399;3;1;35;"Male"
114;3;10.5;128;949;12.9;64;399;9.7;256;799;2;3;35;"Male"
114;4;12.9;512;399;9.7;128;599;10.5;64;799;1;3;35;"Male"
114;5;10.5;128;949;9.7;64;599;12.9;256;799;3;1;35;"Male"
115;1;12.9;256;799;9.7;512;399;10.5;128;949;2;3;37;"Female"
115;2;9.7;256;599;12.9;512;949;10.5;64;399;2;1;37;"Female"
115;3;10.5;128;799;9.7;64;949;12.9;512;399;3;2;37;"Female"
115;4;10.5;64;799;12.9;512;399;9.7;256;949;2;1;37;"Female"
115;5;9.7;512;949;12.9;256;799;10.5;128;599;2;3;37;"Female"
116;1;12.9;128;399;9.7;256;599;10.5;64;949;2;3;44;"Male"
116;2;12.9;128;949;9.7;64;799;10.5;512;599;3;2;44;"Male"
116;3;9.7;256;949;10.5;512;799;12.9;128;599;3;1;44;"Male"
116;4;9.7;512;599;10.5;256;399;12.9;128;949;2;3;44;"Male"
116;5;9.7;64;949;12.9;256;599;10.5;128;399;2;1;44;"Male"
117;1;9.7;256;599;12.9;64;949;10.5;128;799;1;2;22;"Male"
117;2;10.5;64;799;9.7;256;599;12.9;512;399;1;2;22;"Male"
117;3;9.7;128;399;12.9;512;949;10.5;256;599;2;3;22;"Male"
117;4;12.9;64;799;10.5;128;949;9.7;512;599;3;1;22;"Male"
117;5;9.7;256;799;10.5;512;599;12.9;64;399;2;1;22;"Male"
118;1;10.5;128;799;9.7;512;599;12.9;64;399;2;1;28;"Female"
118;2;9.7;512;599;12.9;256;799;10.5;64;949;2;1;28;"Female"
118;3;9.7;64;949;12.9;256;799;10.5;128;399;2;1;28;"Female"
118;4;12.9;64;949;9.7;256;399;10.5;128;599;2;1;28;"Female"
118;5;10.5;256;399;12.9;64;949;9.7;512;599;1;2;28;"Female"
119;1;12.9;256;599;10.5;512;949;9.7;128;799;2;3;54;"Male"
119;2;10.5;64;599;12.9;256;399;9.7;512;949;2;1;54;"Male"
119;3;12.9;64;949;9.7;256;799;10.5;128;399;3;2;54;"Male"
119;4;9.7;128;799;10.5;512;949;12.9;64;399;2;1;54;"Male"
119;5;9.7;256;799;10.5;128;949;12.9;512;599;3;1;54;"Male"
120;1;9.7;512;949;12.9;64;399;10.5;256;599;3;1;23;"Male"
120;2;12.9;64;599;10.5;128;799;9.7;256;949;1;3;23;"Male"
120;3;9.7;256;399;12.9;512;599;10.5;128;799;3;1;23;"Male"
120;4;10.5;256;399;9.7;512;949;12.9;64;599;1;2;23;"Male"
120;5;12.9;128;399;9.7;64;799;10.5;512;949;1;2;23;"Male"
121;1;9.7;512;949;10.5;64;599;12.9;128;399;3;1;21;"Male"
121;2;10.5;256;599;12.9;128;949;9.7;64;799;2;3;21;"Male"
121;3;10.5;128;399;12.9;512;599;9.7;64;949;2;3;21;"Male"
121;4;10.5;512;799;9.7;64;399;12.9;128;949;1;3;21;"Male"
121;5;12.9;256;399;9.7;512;599;10.5;64;799;2;3;21;"Male"
122;1;10.5;512;799;9.7;128;599;12.9;256;949;1;2;46;"Male"
122;2;9.7;128;399;10.5;512;949;12.9;256;599;2;1;46;"Male"
122;3;10.5;256;399;9.7;512;599;12.9;128;949;1;3;46;"Male"
122;4;12.9;64;949;10.5;512;599;9.7;128;799;2;3;46;"Male"
122;5;9.7;512;799;12.9;128;399;10.5;256;949;3;2;46;"Male"
123;1;9.7;128;399;10.5;64;799;12.9;256;949;3;1;53;"Female"
123;2;12.9;64;399;9.7;128;599;10.5;256;949;3;2;53;"Female"
123;3;12.9;256;599;10.5;512;399;9.7;64;799;2;3;53;"Female"
123;4;12.9;512;599;10.5;256;399;9.7;128;949;2;3;53;"Female"
123;5;12.9;512;399;10.5;256;799;9.7;64;949;1;3;53;"Female"
124;1;9.7;256;599;12.9;64;799;10.5;512;399;3;2;29;"Male"
124;2;9.7;128;949;12.9;256;799;10.5;64;399;2;1;29;"Male"
124;3;12.9;64;949;10.5;128;599;9.7;256;799;3;1;29;"Male"
124;4;10.5;128;799;9.7;512;399;12.9;64;599;2;1;29;"Male"
124;5;10.5;256;799;9.7;512;599;12.9;64;949;1;3;29;"Male"
125;1;12.9;128;599;10.5;256;799;9.7;512;399;2;3;34;"Male"
125;2;10.5;128;399;9.7;512;799;12.9;256;949;1;3;34;"Male"
125;3;12.9;64;399;9.7;256;799;10.5;512;599;3;2;34;"Male"
125;4;10.5;256;599;9.7;512;949;12.9;64;799;1;2;34;"Male"
125;5;12.9;128;599;9.7;512;799;10.5;256;949;1;2;34;"Male"
126;1;10.5;64;399;9.7;256;799;12.9;512;949;3;2;27;"Male"
126;2;9.7;64;799;12.9;128;599;10.5;512;949;3;1;27;"Male"
126;3;10.5;64;799;12.9;512;599;9.7;256;949;2;1;27;"Male"
126;4;9.7;512;399;10.5;256;599;12.9;128;799;2;3;27;"Male"
126;5;10.5;512;399;12.9;64;799;9.7;128;599;1;3;27;"Male"
127;1;12.9;128;949;10.5;256;399;9.7;64;599;2;3;49;"Male"
127;2;9.7;128;399;10.5;256;799;12.9;512;599;2;1;49;"Male"
127;3;9.7;128;599;12.9;512;949;10.5;64;399;3;1;49;"Male"
127;4;9.7;64;599;12.9;128;399;10.5;256;949;2;1;49;"Male"
127;5;12.9;64;599;9.7;128;799;10.5;256;949;3;1;49;"Male"
128;1;10.5;64;949;12.9;128;799;9.7;512;399;3;1;24;"Male"
128;2;9.7;256;399;12.9;64;799;10.5;128;949;1;2;24;"Male"
128;3;9.7;512;799;10.5;128;399;12.9;256;599;3;2;24;"Male"
128;4;9.7;256;599;10.5;512;399;12.9;128;799;2;1;24;"Male"
128;5;10.5;64;949;12.9;256;399;9.7;128;599;2;3;24;"Male"
129;1;12.9;256;949;10.5;128;799;9.7;512;399;1;2;48;"Female"
129;2;9.7;512;399;10.5;256;599;12.9;64;799;2;3;48;"Female"
129;3;12.9;128;399;10.5;512;599;9.7;256;799;2;1;48;"Female"
129;4;10.5;512;599;12.9;64;399;9.7;128;799;1;3;48;"Female"
129;5;10.5;64;399;9.7;256;949;12.9;512;599;3;2;48;"Female"
130;1;12.9;64;399;10.5;256;949;9.7;128;599;2;1;32;"Female"
130;2;10.5;128;599;9.7;64;799;12.9;512;949;1;2;32;"Female"
130;3;12.9;256;949;10.5;128;799;9.7;512;399;2;1;32;"Female"
130;4;9.7;64;799;10.5;256;949;12.9;128;399;2;1;32;"Female"
130;5;9.7;128;799;12.9;64;599;10.5;256;949;3;1;32;"Female"
131;1;9.7;64;599;10.5;512;399;12.9;256;949;2;1;31;"Male"
131;2;10.5;512;799;9.7;128;949;12.9;256;399;1;2;31;"Male"
131;3;10.5;256;599;9.7;128;399;12.9;64;949;1;2;31;"Male"
131;4;9.7;512;949;12.9;64;799;10.5;128;599;2;1;31;"Male"
131;5;12.9;256;599;9.7;512;399;10.5;128;949;2;3;31;"Male"
132;1;12.9;128;799;9.7;64;949;10.5;512;599;3;2;19;"Female"
132;2;10.5;256;799;9.7;64;399;12.9;512;949;1;2;19;"Female"
132;3;12.9;512;799;9.7;128;599;10.5;256;949;1;2;19;"Female"
132;4;9.7;512;949;12.9;128;799;10.5;64;599;3;1;19;"Female"
132;5;12.9;128;799;10.5;256;949;9.7;64;399;1;3;19;"Female"
133;1;10.5;256;399;12.9;512;599;9.7;64;799;1;3;55;"Male"
133;2;9.7;128;799;10.5;64;399;12.9;512;599;3;1;55;"Male"
133;3;10.5;256;399;12.9;64;799;9.7;512;599;1;2;55;"Male"
133;4;9.7;512;399;12.9;256;799;10.5;64;949;2;1;55;"Male"
133;5;12.9;64;399;9.7;512;949;10.5;256;799;3;1;55;"Male"
134;1;12.9;512;799;10.5;128;949;9.7;256;399;1;2;37;"Male"
134;2;9.7;64;399;12.9;256;599;10.5;512;949;3;1;37;"Male"
134;3;12.9;64;949;10.5;128;799;9.7;256;399;3;1;37;"Male"
134;4;9.7;512;799;12.9;128;399;10.5;256;949;2;1;37;"Male"
134;5;10.5;256;599;9.7;128;799;12.9;512;949;1;2;37;"Male"
135;1;10.5;512;599;9.7;64;799;12.9;256;399;1;2;35;"Male"
135;2;12.9;64;949;9.7;256;799;10.5;512;399;3;1;35;"Male"
135;3;10.5;128;799;9.7;256;399;12.9;64;949;2;3;35;"Male"
135;4;12.9;64;399;10.5;256;949;9.7;512;799;2;1;35;"Male"
135;5;9.7;128;399;10.5;512;599;12.9;256;799;3;1;35;"Male"
136;1;12.9;64;399;10.5;256;949;9.7;128;599;1;3;53;"Female"
136;2;9.7;256;599;12.9;128;399;10.5;512;799;2;1;53;"Female"
136;3;9.7;64;599;10.5;128;949;12.9;256;399;3;1;53;"Female"
136;4;12.9;512;399;10.5;128;599;9.7;256;949;1;3;53;"Female"
136;5;9.7;64;599;12.9;128;799;10.5;512;949;3;1;53;"Female"
137;1;10.5;512;599;12.9;64;399;9.7;128;799;1;2;24;"Male"
137;2;9.7;64;399;10.5;128;599;12.9;256;949;2;1;24;"Male"
137;3;12.9;256;949;10.5;512;599;9.7;64;399;2;3;24;"Male"
137;4;9.7;128;399;10.5;512;599;12.9;64;799;2;3;24;"Male"
137;5;12.9;128;799;10.5;64;949;9.7;256;599;3;2;24;"Male"
138;1;9.7;256;949;12.9;64;599;10.5;512;799;3;1;19;"Female"
138;2;12.9;128;799;9.7;256;949;10.5;64;599;1;3;19;"Female"
138;3;10.5;256;599;12.9;64;949;9.7;128;399;3;2;19;"Female"
138;4;12.9;256;399;10.5;128;599;9.7;64;799;1;3;19;"Female"
138;5;9.7;512;949;10.5;256;599;12.9;128;399;3;1;19;"Female"
139;1;9.7;64;399;10.5;512;599;12.9;256;949;2;3;51;"Male"
139;2;12.9;128;949;10.5;512;799;9.7;256;399;3;1;51;"Male"
139;3;10.5;256;599;12.9;512;799;9.7;64;949;2;3;51;"Male"
139;4;10.5;64;399;9.7;256;599;12.9;128;799;3;1;51;"Male"
139;5;10.5;64;399;12.9;256;599;9.7;128;949;2;3;51;"Male"
140;1;12.9;256;599;9.7;64;949;10.5;512;399;1;2;33;"Female"
140;2;9.7;256;599;12.9;512;799;10.5;128;949;2;3;33;"Female"
140;3;9.7;64;399;10.5;512;799;12.9;128;599;2;1;33;"Female"
140;4;12.9;64;949;10.5;512;399;9.7;128;799;2;1;33;"Female"
140;5;12.9;256;949;10.5;512;799;9.7;64;399;2;3;33;"Female"
141;1;12.9;256;599;10.5;128;399;9.7;512;949;2;3;52;"Male"
141;2;12.9;128;949;9.7;512;399;10.5;64;799;3;1;52;"Male"
141;3;12.9;128;399;9.7;64;599;10.5;256;799;1;2;52;"Male"
141;4;10.5;512;799;9.7;128;599;12.9;64;399;3;2;52;"Male"
141;5;9.7;512;949;10.5;64;799;12.9;128;599;3;2;52;"Male"
142;1;12.9;64;949;10.5;256;599;9.7;512;399;2;1;35;"Male"
142;2;12.9;128;399;9.7;256;599;10.5;512;799;1;2;35;"Male"
142;3;12.9;512;399;10.5;64;599;9.7;128;949;1;3;35;"Male"
142;4;12.9;64;799;10.5;512;949;9.7;128;399;2;1;35;"Male"
142;5;12.9;128;599;10.5;256;399;9.7;512;799;2;1;35;"Male"
